"Symbol","US Trading Venue","Trading Date","OTC Tier","Caveat Emptor","Security Type","Security Class","Security Name","REG_SHO","Rule_3210","Country of Domicile","Company Name"
"MXRSF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","MALBEX RES INC ORD","N","N","Canada","Malbex Resources, Inc."
"MXSG","OTC Link","15/10/2014","OTCQB","N","Common Stock","","MEXUS GOLD US","N","N","USA","Mexus Gold US"
"MXSS","OTC Link","15/10/2014","OTC Pink No Information","N","Common Stock","","MED-X SYSTEMS INC","N","N","USA","Med-X Systems, Inc."
"MXTIF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","MAXITRANS INDUS LTD ORD","N","N","","Maxitrans Industries Ltd"
"MXTLF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","METALEX VENTURES LTD.","N","N","Canada","Metalex Ventures Ltd."
"MXTMF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","MIX TELEMATICS LTD SHS","N","N","","MiX Telematics Limited"
"MXTOF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","METSO CORP","N","N","Finland","Metso Corporation"
"MXTRF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","MONTERO MINING & EXP LTD","N","N","Canada","Montero Mining & Exploration, Ltd."
"MXTS","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","MAXCOM TELECM SA ORD","N","N","Mexico","Maxcom Telecomunicaiones S.A.B. de CV"
"MXVDF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","MEXIVADA MINING CORP","N","N","Canada","Mexivada Mining Corp."
"MYAGF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","MAYA GOLD & SILVER INC","N","N","Canada","Maya Gold & Silver Inc."
"MYBF","OTC Link","15/10/2014","OTCQB","N","Common Stock","","MUNCY BANK FINANCIAL INC","N","N","USA","Muncy Bank Financial, Inc."
"MYBUF","Grey Market","15/10/2014","Grey Market","N","Other Security Type","","MEYER BURGER TECH AG","N","N","","Meyer Burger Technology AG"
"MYCT","OTC Link","15/10/2014","OTC Pink No Information","N","Common Stock","","MYCONTACTCARD INC","N","N","USA","MyContactCard, Inc."
"MYDO","OTC Link","15/10/2014","OTC Pink No Information","N","Common Stock","","MAYDAO CORP","N","N","USA","Maydao Corp."
"MYDR","OTC Link","15/10/2014","OTC Pink Current","N","Common Stock","","MULTIPLAYER ONLINE DRAGON","N","N","USA","Multiplayer Online Dragon, Inc."
"MYEC","OTC Link","15/10/2014","OTC Pink Current","N","Common Stock","","MYECHECK INC","N","N","USA","MyECheck, Inc."
"MYFT","OTC Link","15/10/2014","OTC Pink No Information","N","Common Stock","","MY FREIGHTWORLD TECH INC","N","N","USA","My Freightworld Technologies, Inc."
"MYGG","OTC Link","15/10/2014","OTCQB","N","Common Stock","","MYGO GAMES HOLDING CO","N","N","USA","MyGo Games Holding Co."
"MYGSF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","MYER HLDGS LTD ORD","N","N","","Myer Holdings Ltd."
"MYHA","Grey Market","15/10/2014","Grey Market","Y","Common Stock","","MY HEALTHY ACCESS INC","N","N","USA","My Healthy Access, Inc."
"MYHI","OTC Link","15/10/2014","OTCQB","N","Common Stock","","MOUNTAIN HIGH ACQSTN CRP","N","N","USA","Mountain High Acquisitions Corp."
"MYIRF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","MYANMAR INVTS INTL LTD","N","N","","Myanmar Invest International Ltd."
"MYLI","OTC Link","15/10/2014","OTC Pink Current","N","Common Stock","","MUSIC OF YOUR LIFE INC","N","N","USA","Music of Your Life, Inc."
"MYLUY","Grey Market","15/10/2014","Grey Market","N","American Depository Receipts","","MALAYAN UNITED INDUS ADR","N","N","Malaysia","Malayan United Industries Berhad"
"MYMNF","OTC Link","15/10/2014","OTC Pink Current","N","Ordinary Shares","","MOLY MINES LTD ORD","N","N","Australia","Moly Mines Ltd."
"MYMSF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","ASEAN ENERGY CORP","N","N","Canada","Asean Energy Corp."
"MYMX","OTC Link","15/10/2014","OTCQB","N","Common Stock","","MYMETICS CORP","N","N","Switzerland","Mymetics Corp."
"MYNG","OTC Link","15/10/2014","OTC Pink No Information","N","Common Stock","","GOLDEN EAGLE INTL INC NEW","N","N","USA","Golden Eagle International, Inc."
"MYPRF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","MALAYSIA AIRPORTS HOLDING","N","N","","Malaysia Airports Holdings BHD"
"MYPRY","Grey Market","15/10/2014","Grey Market","N","American Depository Receipts","","MALAYSIA ARPTS HLDG S/ADR","N","N","","Malaysia Airports Holdings BHD"
"MYPSY","Grey Market","15/10/2014","Grey Market","N","American Depository Receipts","","CYPRUS POPULAR BK PUBLIC","N","N","","Cyprus Popular Bank Public Co., Ltd."
"MYRA","Grey Market","15/10/2014","Grey Market","Y","Common Stock","","MYRIAD ENTMT & RESRTS INC","N","N","USA","Myriad Entertainment & Resorts, Inc."
"MYRSY","Grey Market","15/10/2014","Grey Market","N","American Depository Receipts","","MYER HOLDINGS LTD S/ADR","N","N","","Myer Holdings Ltd."
"MYRX","OTC Link","15/10/2014","OTC Pink No Information","N","Common Stock","","MYREXIS INC","N","N","USA","Myrexis, Inc."
"MYRY","OTC Link/BB","15/10/2014","OTC Pink Current","N","Common Stock","","MYRIAD INTERACTIVE MEDIA","N","N","Canada","Myriad Interactive Media, Inc."
"MYSL","OTC Link","15/10/2014","OTC Pink No Information","N","Common Stock","","MY SCREEN MOBILE INC","N","N","Canada","My Screen Mobile, Inc."
"MYTAY","OTC Link","15/10/2014","OTC Pink Current","N","American Depository Receipts","","MAGYAR TELEKOM TELECM ADR","N","N","Hungary","Magyar Telekom Telecommunications Plc."
"MYTEF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","TELEKOM MALAYSIAN","N","N","Malaysia","Telekom Malaysia Berhad"
"MYTHF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","MYTILINEOS HLDGS ORD","N","N","","Mytilineos Holdings Sa"
"MYTHY","Grey Market","15/10/2014","Grey Market","N","American Depository Receipts","","MYTILINEOS HLDGS UNSP/ADR","N","N","","Mytilineos Holdings Sa"
"MYXY","OTC Link","15/10/2014","OTC Pink Current","N","Common Stock","","MINERIA Y EXPL OLYMPIA","N","N","Dominican Republic","Mineria Y Exploraciones Olympia, Inc."
"MZBY","Grey Market","15/10/2014","Grey Market","Y","Common Stock","","MEZABAY INTL INC","N","N","USA","Mezabay International, Inc."
"MZDAF","OTC Link","15/10/2014","OTC Pink Current","N","Ordinary Shares","","MAZDA MOTOR CORP","N","N","Japan","Mazda Motor Corp."
"MZDAY","OTC Link","15/10/2014","OTC Pink Current","N","American Depository Receipts","","MAZDA MOTOR CORP UNSP/ADR","N","N","Japan","Mazda Motor Corp."
"MZEI","OTC Link/BB","15/10/2014","OTCQB","N","Common Stock","","MEDIZONE INTL INC","N","N","USA","Medizone International, Inc."
